Proteins,Eliot PAR, Eliot EXO,Clov PAR, Clov EXO,Tato PAR, Tato EXO,Samo PAR, Samo EXO,Flash PAR, Flash EXO,Gus 2 PAR, Gus 2 EXO, Fritz 2 PAR,Fritz 2 EXO,Tessa 2 PAR,Tessa 2 EXO,Fritz 1 PAR,Fritz 1 EXO,Tessa 1 PAR,Tessa 1 EXO,Gus 1 PAR,Gus 1 EXO
SAC3/GANP/Nin1/mts3/eIF-3_p25_family /COP9_signalosome_-_subunit_CSN8_-_putative OS=Leishmania infantum OX=5671 GN=LINF_320028100 PE=4 SV=1,39,27,37,28,32,60,42,40,46,42,56,24,40,43,49,3,25,46,28,35,37,17
Saccharopine_dehydrogenase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_280009700 PE=4 SV=1,2,0,9,0,9,0,7,0,11,0,3,0,7,0,6,0,12,0,12,0,4,0
S-adenosylmethionine decarboxylase proenzyme OS=Leishmania infantum OX=5671 GN=ADOMETC PE=3 SV=1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S-adenosylmethionine synthase OS=Leishmania infantum OX=5671 GN=METK1 PE=3 SV=1,45,59,23,17,23,21,90,32,48,18,54,65,68,37,53,8,24,19,24,24,60,27
SAM_domain_(Sterile_alpha_motif)_-_putative OS=Leishmania infantum OX=5671 GN=LINF_290034100 PE=4 SV=1,3,0,7,0,8,0,7,0,1,0,4,0,7,0,8,0,2,0,2,0,1,0
SCAMP_family_-_putative OS=Leishmania infantum OX=5671 GN=LINF_250012500 PE=4 SV=1,2,9,2,0,0,2,0,0,1,3,1,0,0,0,1,0,0,0,2,0,0,0
Scavenger_mRNA_decapping_enzyme_C-term_binding /HIT_domain_containing_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_140007400 PE=4 SV=1,8,5,6,0,7,0,6,0,9,0,11,6,10,0,14,0,9,0,10,0,11,2
Scd6-like_Sm_domain_containing_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_250010600 PE=4 SV=1,31,0,39,0,30,14,38,8,38,6,27,0,36,0,39,0,33,0,42,5,38,0
SelR_domain_containing_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_280033900 PE=3 SV=1,2,0,3,0,3,0,3,0,6,0,1,0,3,0,4,0,1,0,3,0,4,0
SEP_domain_containing_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_220008200 PE=4 SV=1,0,0,1,0,2,0,1,0,0,0,1,0,3,0,1,0,2,0,1,0,2,0
Serine hydroxymethyltransferase OS=Leishmania infantum OX=5671 GN=SHMT-S PE=3 SV=1,59,9,56,2,52,3,47,3,53,7,42,6,80,4,56,0,61,10,42,3,58,2
Serine palmitoyltransferase-like protein OS=Leishmania infantum OX=5671 GN=LINF_340044900 PE=4 SV=1,21,4,15,2,13,3,33,0,17,5,11,7,26,3,13,0,14,0,22,0,23,0
Serine/threonine_protein_kinase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_360021400 PE=4 SV=1,40,18,41,9,37,4,30,0,40,12,31,20,34,8,45,6,36,7,36,10,40,6
Serine/threonine-protein phosphatase 2A activator OS=Leishmania infantum OX=5671 GN=LINF_070007100 PE=3 SV=1,2,0,0,0,3,0,4,0,6,0,3,0,3,0,4,0,0,5,0,0,4,0
Serine/threonine-protein phosphatase OS=Leishmania infantum OX=5671 GN=LINF_050005900 PE=3 SV=1,66,26,51,10,68,18,36,10,65,15,30,15,48,8,37,0,87,12,82,31,35,0
Serine/threonine-protein phosphatase OS=Leishmania infantum OX=5671 GN=LINF_120011800 PE=3 SV=1,6,28,7,8,11,8,6,8,12,25,3,25,7,14,7,0,24,16,14,17,8,4
Serine/threonine-protein phosphatase OS=Leishmania infantum OX=5671 GN=LINF_280012000 PE=3 SV=1,31,9,25,6,35,9,24,13,35,8,18,5,27,8,27,0,22,17,24,4,27,4
Serine/threonine-protein phosphatase OS=Leishmania infantum OX=5671 GN=LINF_280034000 PE=3 SV=1,0,5,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0
Serine/threonine-protein phosphatase OS=Leishmania infantum OX=5671 GN=LINF_320037900 PE=3 SV=1,17,6,11,4,18,12,22,13,23,9,15,2,19,2,20,0,17,9,12,0,20,0
Serine/threonine-protein phosphatase OS=Leishmania infantum OX=5671 GN=LINF_340014300 PE=3 SV=1,1,0,1,0,2,0,1,0,2,0,0,0,1,0,0,0,1,4,2,0,1,0
Serine/threonine-protein phosphatase OS=Leishmania infantum OX=5671 GN=LINF_360027500 PE=3 SV=1,1,0,3,0,1,0,1,0,3,0,1,0,3,0,4,0,4,0,2,0,2,0
Seryl-tRNA synthetase OS=Leishmania infantum OX=5671 GN=LINF_110005900 PE=4 SV=1,59,35,56,10,55,13,46,30,63,26,66,50,58,13,57,0,88,19,77,22,67,21
SET_domain_containing_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_270006500 PE=4 SV=1,2,0,3,0,1,0,3,0,1,0,0,0,3,0,0,0,1,0,1,0,2,0
Short chain dehydrogenase-like protein OS=Leishmania infantum OX=5671 GN=LINF_360042700 PE=4 SV=1,10,0,7,0,8,0,11,0,10,0,14,0,11,0,13,0,10,0,7,0,16,0
Short_chain_dehydrogenase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_350026700 PE=4 SV=1,14,0,11,0,14,0,16,0,20,0,12,3,14,0,17,0,21,0,15,0,20,0
Sidoreflexin OS=Leishmania infantum OX=5671 GN=LINF_010010800 PE=3 SV=1,12,3,11,0,10,0,16,0,11,0,8,11,14,0,8,0,12,0,10,0,20,3
Signal recognition particle 54 kDa protein OS=Leishmania infantum OX=5671 GN=LINF_240012300 PE=3 SV=1,1,0,0,0,1,0,3,0,4,0,1,0,0,0,3,0,0,0,1,0,3,0
Signal recognition particle receptor subunit beta OS=Leishmania infantum OX=5671 GN=LINF_330035500 PE=3 SV=1,0,0,2,0,1,0,1,0,2,0,0,0,2,0,1,0,0,0,2,0,0,0
Signal recognition particle subunit SRP72 OS=Leishmania infantum OX=5671 GN=LINF_190012800 PE=3 SV=1,0,0,2,2,0,5,1,0,3,0,6,0,1,0,6,0,1,3,2,0,1,0
Signal sequence receptor subunit gamma OS=Leishmania infantum OX=5671 GN=LINF_140007500 PE=3 SV=1,0,0,0,0,3,0,3,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
Signal_peptidase_subunit_-_putative OS=Leishmania infantum OX=5671 GN=LINF_150013100 PE=3 SV=1,5,0,5,0,3,0,9,0,6,2,3,0,4,0,4,0,2,0,5,0,6,0
Similarity to endo-1-like protein OS=Leishmania infantum OX=5671 GN=LINF_360077100 PE=4 SV=1,5,0,4,0,10,0,2,0,8,0,3,2,8,0,9,0,8,0,2,0,9,0
Small glutamine-rich tetratricopeptide repeat protein OS=Leishmania infantum OX=5671 GN=SGT PE=4 SV=1,2,0,2,0,3,0,6,0,5,0,10,0,4,0,10,0,6,0,0,0,7,0
Small hydrophilic endoplasmic reticulum-associated protein (Sherp) OS=Leishmania infantum OX=5671 GN=SHERP PE=4 SV=1,0,0,2,0,4,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
Small nuclear ribonucleoprotein component-like protein OS=Leishmania infantum OX=5671 GN=LINF_320028300 PE=3 SV=1,2,4,4,0,3,9,6,4,5,3,3,0,2,6,2,0,5,6,3,0,2,0
Small nuclear ribonucleoprotein Sm D2 OS=Leishmania infantum OX=5671 GN=LINF_330042000 PE=3 SV=1,2,0,1,0,1,0,0,0,2,0,0,0,1,0,0,0,1,0,2,0,2,0
Small nuclear ribonucleoprotein Sm D3 OS=Leishmania infantum OX=5671 GN=LINF_340046300 PE=3 SV=1,7,0,6,0,5,0,4,0,6,0,5,0,8,0,9,0,6,0,6,0,6,0
S-methyl-5'-thioadenosine phosphorylase OS=Leishmania infantum OX=5671 GN=LINF_050013500 PE=3 SV=1,46,14,38,0,51,5,31,0,46,16,44,23,39,12,36,2,63,7,42,15,38,11
SMP-30/Gluconolaconase/LRE-like_region_containing_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_280018100 PE=4 SV=1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
SNAP_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_320036100 PE=3 SV=1,0,5,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0
SNARE_associated_Golgi_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_280012300 PE=4 SV=1,2,0,6,0,1,0,4,0,0,0,0,0,0,0,2,0,0,0,2,0,1,0
SNF1 -related_protein_kinase_regulatory_subunit_beta_-_putative OS=Leishmania infantum OX=5671 GN=LINF_230010200 PE=3 SV=1,4,3,4,0,2,0,2,0,4,0,1,3,5,0,2,0,3,0,2,0,2,0
Snf7_-_putative OS=Leishmania infantum OX=5671 GN=LINF_160014900 PE=4 SV=1,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4
Snf7_-_putative OS=Leishmania infantum OX=5671 GN=LINF_270020900 PE=4 SV=1,0,11,0,0,0,3,0,0,0,7,0,18,0,9,0,2,0,8,0,14,0,8
Snf7_-_putative OS=Leishmania infantum OX=5671 GN=LINF_350049800 PE=4 SV=1,0,6,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,2,0,4,0,5
Snf7_-_putative OS=Leishmania infantum OX=5671 GN=LINF_360047400 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0
"Sodium stibogluconate resistance protein, putative OS=Leishmania infantum OX=5671 GN=LinJ_31_3400 PE=4 SV=1",2,20,1,0,9,0,4,0,3,2,0,7,4,3,10,9,1,4,2,2,1,4
Soluble_NSF_attachment_protein_-_SNAP_-_putative OS=Leishmania infantum OX=5671 GN=LINF_020008100 PE=3 SV=1,0,16,0,9,0,3,2,0,0,9,1,9,1,10,0,0,5,8,1,11,0,3
SPFH_domain_/_Band_7_family_-_putative OS=Leishmania infantum OX=5671 GN=LINF_190018200 PE=4 SV=1,0,4,0,0,0,0,0,0,0,4,0,9,0,5,0,0,0,0,0,7,0,3
SPFH_domain_/_Band_7_family_-_putative OS=Leishmania infantum OX=5671 GN=LINF_190018300 PE=4 SV=1,0,18,0,0,0,3,0,0,0,10,0,20,0,5,0,0,0,0,0,8,0,5
Sphingolipid 4-desaturase OS=Leishmania infantum OX=5671 GN=LINJ_26_1680 PE=3 SV=1,1,4,1,0,1,0,2,0,1,0,1,3,1,0,0,0,0,0,0,0,1,2
Splicing factor ptsr1-like protein OS=Leishmania infantum OX=5671 GN=LINF_070014900 PE=4 SV=1,11,18,26,46,46,32,37,39,13,18,26,15,47,25,55,0,40,44,13,26,36,10
Squalene monooxygenase OS=Leishmania infantum OX=5671 GN=LINF_130021700 PE=3 SV=1,4,0,2,0,4,0,11,0,4,0,7,2,14,0,4,0,1,0,4,0,7,0
Sre-2/carboxylate carrier-like protein OS=Leishmania infantum OX=5671 GN=LINF_050011900 PE=3 SV=1,0,0,2,0,4,0,4,0,5,0,4,6,2,0,2,0,6,0,7,4,3,2
Staphylococcal_nuclease_homologue /Tudor_domain_containing_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_320015100 PE=4 SV=1,39,0,49,2,45,8,49,2,53,2,17,6,48,3,32,0,29,9,40,2,24,0
Staphylococcal_nuclease_homologue_-_putative OS=Leishmania infantum OX=5671 GN=LINF_060016600 PE=4 SV=1,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
START domain-containing protein OS=Leishmania infantum OX=5671 GN=LINJ_11_0880 PE=4 SV=1,11,6,12,0,8,0,9,0,13,8,15,14,13,0,5,0,20,9,16,6,13,6
START_domain_containing_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_290035100 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,1,0,0,0,0,0
Stomatin-like protein OS=Leishmania infantum OX=5671 GN=LINF_050015800 PE=3 SV=1,26,0,10,0,30,0,28,0,35,0,34,7,24,0,27,0,24,0,28,5,24,0
Stress_responsive_A/B_Barrel_Domain_-_putative OS=Leishmania infantum OX=5671 GN=LINF_270013700 PE=4 SV=1,2,0,2,0,2,0,1,0,2,0,2,0,5,0,1,0,2,0,2,0,0,0
Stress-induced protein sti1 OS=Leishmania infantum OX=5671 GN=LINF_080016000 PE=4 SV=1,11,25,19,5,15,2,57,7,29,26,6,22,27,15,11,3,14,7,13,18,4,4
Stress-inducible protein STI1 homolog OS=Leishmania infantum OX=5671 GN=LINF_360005700 PE=4 SV=1,21,41,22,7,14,5,17,4,20,17,20,45,23,17,22,6,25,15,20,24,23,27
"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial OS=Leishmania infantum OX=5671 GN=LINF_240021800 PE=3 SV=1",69,6,79,0,58,0,68,0,64,2,77,8,78,3,74,6,93,0,72,11,80,4
"Succinate--CoA ligase [ADP-forming] subunit alpha, mitochondrial OS=Leishmania infantum OX=5671 GN=LINF_250028300 PE=3 SV=1",90,0,79,0,86,0,78,0,77,0,79,0,78,0,78,0,88,0,70,0,80,0
"Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial OS=Leishmania infantum OX=5671 GN=LINF_360037500 PE=3 SV=1",110,0,79,0,92,0,100,0,90,0,119,4,101,0,117,0,109,0,83,3,123,3
Succinyl-CoA:3-ketoacid-coenzyme A transferase OS=Leishmania infantum OX=5671 GN=LINF_300024100 PE=3 SV=1,24,0,28,0,21,0,18,0,23,2,11,0,22,0,21,0,21,0,28,0,20,0
Succinyl-CoA:3-ketoacid-coenzyme A transferase OS=Leishmania infantum OX=5671 GN=LINF_330032400 PE=3 SV=1,49,0,44,0,43,2,27,0,44,4,30,0,38,2,35,0,27,0,37,0,32,0
Sucrase/ferredoxin-like_-_putative OS=Leishmania infantum OX=5671 GN=LINF_360071800 PE=4 SV=1,6,0,4,0,1,0,1,0,4,0,0,0,4,0,0,0,2,0,7,0,3,0
Sucrose-6-phosphate hydrolase OS=Leishmania infantum OX=5671 GN=LINF_230017200 PE=3 SV=1,6,0,6,0,1,0,4,0,6,0,6,0,4,0,8,0,4,0,9,0,3,0
Sucrose-phosphate synthase-like protein OS=Leishmania infantum OX=5671 GN=LINF_160015100 PE=4 SV=1,28,11,41,7,32,0,19,2,35,10,38,13,28,8,51,3,38,13,30,3,51,8
Sulfhydryl oxidase OS=Leishmania infantum OX=5671 GN=QSOX PE=4 SV=1,0,0,0,2,0,2,0,0,0,2,0,4,0,0,0,0,0,0,0,3,0,3
Sulfurtransferase OS=Leishmania infantum OX=5671 GN=LINF_090022300 PE=4 SV=1,8,0,9,0,7,0,5,0,8,0,1,0,6,0,5,0,9,0,12,0,3,0
Superoxide dismutase OS=Leishmania infantum OX=5671 GN=FESODA PE=3 SV=1,19,0,14,0,24,0,18,0,36,7,21,2,30,4,22,0,36,0,19,0,21,0
Superoxide dismutase OS=Leishmania infantum OX=5671 GN=SODB1 PE=3 SV=1,76,26,71,8,111,20,75,11,95,46,74,29,87,16,86,9,91,30,73,14,89,18
Superoxide dismutase OS=Leishmania infantum OX=5671 GN=SODB2 PE=3 SV=1,58,0,52,0,90,0,60,0,76,0,55,0,64,0,68,0,70,0,55,0,67,0
SURF1-like protein OS=Leishmania infantum OX=5671 GN=LINF_130006000 PE=3 SV=1,3,0,1,0,4,0,6,0,0,0,2,3,5,0,2,0,4,0,4,0,2,0
Surface antigen-like protein OS=Leishmania infantum OX=5671 GN=LINF_040007000 PE=4 SV=1,0,0,5,9,14,3,0,0,2,17,0,14,0,10,27,106,4,17,0,13,4,35
Surface antigen-like protein OS=Leishmania infantum OX=5671 GN=LINF_040007100 PE=4 SV=1,0,0,0,3,4,0,0,0,1,10,0,0,0,10,19,16,6,6,0,8,2,7
Surface antigen-like protein OS=Leishmania infantum OX=5671 GN=LINF_050014200 PE=4 SV=1,0,0,3,4,2,0,0,0,0,9,2,15,0,4,10,22,6,10,0,13,0,6
Surface antigen-like protein OS=Leishmania infantum OX=5671 GN=LINF_050017500 PE=4 SV=1,0,5,7,9,4,0,0,0,1,24,10,25,0,9,19,23,9,12,1,40,9,29
Symplekin_C domain-containing protein OS=Leishmania infantum OX=5671 GN=LINJ_31_2430 PE=4 SV=1,20,0,31,0,26,0,21,0,26,0,9,0,22,0,15,0,14,0,27,0,19,0
T-complex protein 1 subunit delta OS=Leishmania infantum OX=5671 GN=LINF_210018500 PE=3 SV=1,73,11,56,2,65,5,83,3,85,7,86,9,90,7,74,0,81,14,45,13,69,4
T-complex protein 1 subunit eta OS=Leishmania infantum OX=5671 GN=LINF_350044000 PE=3 SV=1,105,18,111,3,86,10,97,11,91,15,85,10,109,12,79,0,101,29,90,20,88,5
T-complex protein 1 subunit gamma OS=Leishmania infantum OX=5671 GN=LINF_230021100 PE=3 SV=1,105,36,104,13,92,14,110,16,113,32,106,34,123,38,96,0,115,40,91,36,104,16
T-complex_protein_10_C-terminus_-_putative OS=Leishmania infantum OX=5671 GN=LINF_130021400 PE=3 SV=1,2,0,2,0,4,0,2,0,4,0,0,0,0,0,2,0,0,0,2,0,0,0
T-complex_protein_11_-_putative OS=Leishmania infantum OX=5671 GN=LINF_300039900 PE=3 SV=1,3,0,8,0,8,0,4,0,2,0,3,0,3,0,3,0,5,0,4,0,3,0
Tctex-1_family_-_putative OS=Leishmania infantum OX=5671 GN=LINF_280015100 PE=4 SV=1,6,0,5,0,4,0,4,0,2,0,4,0,5,0,2,0,3,0,7,0,2,0
TerD_domain_containing_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_310034000 PE=4 SV=1,0,17,0,0,1,0,0,0,0,3,2,20,0,3,3,6,0,6,1,8,1,9
Tetratricopeptide_repeat/TPR_repeat_-_putative OS=Leishmania infantum OX=5671 GN=LINF_040010500 PE=3 SV=1,30,9,27,2,23,0,12,2,19,4,11,4,14,3,33,0,26,14,28,5,18,2
Tetratricopeptide_repeat_-_putative OS=Leishmania infantum OX=5671 GN=LINF_040009200 PE=4 SV=1,2,10,2,0,0,0,1,0,6,0,9,8,2,0,10,0,8,5,0,4,6,4
Tetratricopeptide_repeat_-_putative OS=Leishmania infantum OX=5671 GN=LINF_190020400 PE=4 SV=1,0,8,5,3,0,0,2,0,1,0,2,6,0,0,0,0,0,5,2,4,1,3
Thiamine biosynthesis-like protein OS=Leishmania infantum OX=5671 GN=LINF_330025200 PE=4 SV=1,4,4,6,0,2,9,2,8,4,7,5,5,4,3,2,0,5,0,5,11,4,3
Thiol-dependent reductase 1 OS=Leishmania infantum OX=5671 GN=TDR1 PE=1 SV=1,51,24,28,0,48,5,42,2,61,12,59,26,48,12,76,0,47,16,36,6,68,13
Thioredoxin OS=Leishmania infantum OX=5671 GN=LINF_010007600 PE=3 SV=1,2,0,4,0,3,0,2,0,4,0,3,0,4,0,3,0,5,0,4,0,5,0
Thioredoxin/Thioredoxin-like_domain/Thioredoxin-like_-_putative OS=Leishmania infantum OX=5671 GN=LINF_340027200 PE=4 SV=1,5,0,5,0,6,0,10,0,9,0,5,0,7,0,8,0,5,0,4,0,4,0
Thioredoxin_-_putative OS=Leishmania infantum OX=5671 GN=LINF_350018200 PE=4 SV=1,14,0,15,0,14,0,19,0,18,4,13,3,17,0,13,0,12,0,14,2,14,2
Threonylcarbamoyl-AMP synthase OS=Leishmania infantum OX=5671 GN=LINF_280027300 PE=3 SV=1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,2,0
Threonyl-tRNA synthetase OS=Leishmania infantum OX=5671 GN=LINF_350019000 PE=3 SV=1,32,14,30,15,25,27,24,34,44,20,19,7,32,12,20,0,38,22,36,15,21,3
TIP49_C-terminus /Holliday_junction_DNA_helicase_ruvB_N-terminus/AAA_domain_ (Dynein-related_subfamily)/AAA_domain/ATPase_family_associa ted_with_various_cellular_activities_(AAA)_-_putative OS=Leishmania infantum OX=5671 GN=LINF_350017500 PE=3 SV=1,12,0,11,0,11,0,18,0,22,0,14,0,11,0,16,0,12,0,13,0,11,0
Tir_chaperone_protein_(CesT)_family_-_putative OS=Leishmania infantum OX=5671 GN=LINF_310013100 PE=4 SV=1,1,0,0,0,10,0,5,0,5,0,0,0,0,0,0,0,5,0,4,0,0,0
TMEM164_family_-_putative OS=Leishmania infantum OX=5671 GN=LINF_150022000 PE=4 SV=1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
TPR repeat/Tetratricopeptide repeat/Uncharacterized protein family (UPF0121) OS=Leishmania infantum OX=5671 GN=LINF_350054400 PE=4 SV=1,5,0,5,0,5,0,8,0,9,0,5,0,8,0,5,0,5,0,6,0,10,0
TPR_repeat/Tetratricopeptide_repeat_-_putative OS=Leishmania infantum OX=5671 GN=LINF_290008200 PE=4 SV=1,7,2,7,0,10,0,6,0,10,0,6,0,9,0,11,0,6,0,5,0,11,0
TPR_repeat_-_putative OS=Leishmania infantum OX=5671 GN=LINF_340045900 PE=4 SV=1,0,0,2,0,1,0,2,0,0,0,1,0,2,0,3,0,2,0,0,0,2,0
Trafficking protein particle complex subunit OS=Leishmania infantum OX=5671 GN=LINF_320034200 PE=3 SV=1,0,0,0,0,0,0,2,0,1,0,2,0,1,0,0,0,0,0,0,0,1,0
Transaldolase OS=Leishmania infantum OX=5671 GN=LINF_160013000 PE=3 SV=1,21,30,18,0,24,2,16,7,33,15,51,34,30,10,41,0,25,13,18,4,45,13
Transcription elongation factor-like protein OS=Leishmania infantum OX=5671 GN=LINF_330037400 PE=4 SV=1,7,0,7,0,4,0,5,0,6,0,5,0,9,0,5,0,11,0,8,0,3,0
Transcription elongation regulator-like protein OS=Leishmania infantum OX=5671 GN=LINF_270030300 PE=3 SV=1,3,0,6,0,6,0,2,0,2,0,2,0,4,0,0,0,3,0,2,0,2,0
Transcription_factor_Pcc1_-_putative OS=Leishmania infantum OX=5671 GN=LINF_340013900 PE=3 SV=1,2,0,2,0,1,0,2,0,0,0,1,0,0,0,1,0,1,0,1,0,2,0
Transketolase OS=Leishmania infantum OX=5671 GN=LINF_240026800 PE=3 SV=1,88,22,98,9,105,7,94,8,103,15,82,31,112,17,113,8,97,13,91,20,88,17
Translation_initiation_factor_eIF3_subunit_-_putative OS=Leishmania infantum OX=5671 GN=LINF_250028200 PE=4 SV=1,8,0,10,0,4,0,8,0,6,0,4,0,6,0,3,0,7,0,6,0,5,0
Translation_initiation_factor_SUI1_-_putative OS=Leishmania infantum OX=5671 GN=LINF_220013800 PE=4 SV=1,3,0,5,0,5,4,5,0,5,0,6,0,9,0,5,0,4,0,6,0,7,0
Translation_initiation_factor_SUI1_-_putative OS=Leishmania infantum OX=5671 GN=LINF_250009300 PE=4 SV=2,4,2,4,0,0,0,3,0,3,0,3,0,5,0,1,0,4,0,3,0,1,0
Translation-associated_element_2_-__putative OS=Leishmania infantum OX=5671 GN=LINF_090015700 PE=3 SV=1,7,0,4,0,6,7,9,3,9,0,12,0,4,0,5,0,6,4,6,9,4,0
Translocon-associated_protein_beta_(TRAPB)/Domain _of_uncharacterized_function_DUF11/CARDB_-_putative OS=Leishmania infantum OX=5671 GN=LINF_300037100 PE=4 SV=1,12,10,13,5,12,5,16,2,13,9,8,13,17,11,11,0,10,2,11,7,9,13
Transmembrane 9 superfamily member OS=Leishmania infantum OX=5671 GN=LINF_130019000 PE=3 SV=1,5,3,2,0,5,9,11,9,3,4,4,11,8,6,3,2,1,0,8,9,3,4
Transmembrane 9 superfamily member OS=Leishmania infantum OX=5671 GN=LINF_290022800 PE=3 SV=1,5,0,4,0,4,5,4,3,4,4,0,0,1,5,3,2,5,0,5,11,1,0
Transmembrane 9 superfamily member OS=Leishmania infantum OX=5671 GN=LINF_340044100 PE=3 SV=1,11,5,12,4,10,14,17,6,10,13,8,16,7,5,14,2,8,0,12,17,10,10
Transmembrane_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_200007400 PE=4 SV=1,7,7,8,4,7,4,8,0,8,11,6,15,7,10,9,3,11,2,13,5,6,12
Transportin2-like_protein OS=Leishmania infantum OX=5671 GN=LINF_360035100 PE=3 SV=1,10,0,9,0,6,0,5,0,6,0,5,0,10,0,10,0,6,0,11,0,12,0
"Trifunctional enzyme alpha subunit, mitochondrial-like protein OS=Leishmania infantum OX=5671 GN=LINF_260020500 PE=4 SV=1",55,4,26,0,78,0,55,0,53,2,51,0,51,2,57,0,51,0,31,0,78,0
Triosephosphate isomerase OS=Leishmania infantum OX=5671 GN=LINF_240013700 PE=3 SV=1,29,13,30,0,42,9,34,2,56,15,47,19,38,6,47,0,41,11,31,9,42,13
tRNA (guanine(37)-N1)-methyltransferase OS=Leishmania infantum OX=5671 GN=LINJ_16_0320 PE=3 SV=1,1,0,0,0,1,0,2,0,2,0,0,0,2,0,0,0,1,0,2,0,0,0
tRNA (guanine-N(7)-)-methyltransferase OS=Leishmania infantum OX=5671 GN=LINF_350057900 PE=3 SV=1,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRNA(Phe) 7-((3-amino-3-carboxypropyl)-4-demethylwyosine(37)-N(4))-methyltransferase OS=Leishmania infantum OX=5671 GN=LINF_320044700 PE=4 SV=1,0,0,2,0,3,0,2,0,3,0,0,0,2,0,0,0,1,0,2,0,0,0
tRNA_edit domain-containing protein OS=Leishmania infantum OX=5671 GN=LINJ_21_1150 PE=4 SV=1,5,0,5,0,4,0,4,0,5,0,7,0,8,0,7,0,10,0,3,0,8,0
Tryparedoxin OS=Leishmania infantum OX=5671 GN=TXN1 PE=4 SV=1,41,31,40,0,49,4,33,4,51,28,46,29,38,19,47,5,56,25,35,11,45,22
Tryparedoxin-like protein OS=Leishmania infantum OX=5671 GN=LINF_290017300 PE=4 SV=1,2,0,3,0,3,0,6,0,3,0,1,0,3,0,3,0,1,0,2,0,2,0
Tryparedoxin-like protein OS=Leishmania infantum OX=5671 GN=LINF_310027400 PE=4 SV=1,2,0,3,0,2,0,4,0,5,0,3,0,4,0,2,0,5,0,3,0,4,0
Tryptophanyl-tRNA synthetase OS=Leishmania infantum OX=5671 GN=LINF_290005500 PE=3 SV=1,4,5,4,0,1,0,3,2,5,6,6,6,7,2,4,0,7,6,3,0,6,4
Tubulin alpha chain OS=Leishmania infantum OX=5671 GN=LINF_130007800 PE=3 SV=1,97,70,98,47,88,107,92,103,102,78,80,67,117,79,107,33,119,64,93,96,83,70
Tubulin beta chain OS=Leishmania infantum OX=5671 GN=LINF_330015000 PE=3 SV=1,74,55,85,69,86,115,85,132,77,66,87,68,102,84,109,36,108,66,76,90,63,55
Tubulin beta chain OS=Leishmania infantum OX=5671 GN=LINJ_08_1280 PE=3 SV=1,79,52,90,69,90,111,87,129,80,63,91,66,105,83,110,36,111,62,80,89,69,54
Tubulin gamma chain OS=Leishmania infantum OX=5671 GN=LINF_250015500 PE=3 SV=1,1,0,4,0,0,3,3,6,2,0,3,0,3,0,2,0,4,0,1,0,2,0
Tubulin/FtsZ_family_-_putative OS=Leishmania infantum OX=5671 GN=LINF_200012700 PE=4 SV=1,5,0,2,0,5,3,5,0,7,0,6,0,11,0,2,0,7,0,9,0,2,0
Tubulin_cofactor_C_domain-containing_protein_RP2_-_putative OS=Leishmania infantum OX=5671 GN=LINF_180010300 PE=3 SV=1,1,0,5,0,2,0,0,0,1,0,2,0,2,0,2,0,1,0,1,0,0,0
Tubulin-specific chaperone A OS=Leishmania infantum OX=5671 GN=LINF_320036950 PE=3 SV=1,0,6,1,0,0,0,0,0,0,0,0,8,2,0,1,0,0,0,0,0,0,0
