"","x"
"1620","Uncharacterized protein OS=Leishmania infantum OX=5671 GN=LINJ_35_1980 PE=4 SV=2"
"1621","Uncharacterized protein OS=Leishmania infantum OX=5671 GN=LINJ_35_2110 PE=4 SV=1"
"1622","Uncharacterized protein OS=Leishmania infantum OX=5671 GN=LINJ_36_0680 PE=3 SV=1"
"1623","Uncharacterized protein OS=Leishmania infantum OX=5671 GN=LINJ_36_0870 PE=4 SV=1"
"1624","Uncharacterized_ACR_-_COG1678_-_putative OS=Leishmania infantum OX=5671 GN=LINF_130010400 PE=4 SV=1"
"1625","Uncharacterized_ACR_-_COG1678_-_putative OS=Leishmania infantum OX=5671 GN=LINF_280034600 PE=4 SV=1"
"1626","Uncharacterized_ACR_-_YagE_family_COG1723_-_putative OS=Leishmania infantum OX=5671 GN=LINF_130016300 PE=3 SV=1"
"1627","Uncharacterized_conserved_protein_(DUF2305)/Alpha /beta_hydrolase_family_-_putative OS=Leishmania infantum OX=5671 GN=LINF_260007200 PE=4 SV=1"
"1628","Uncharacterized_protein_family_(UPF0160)_-__putat ive OS=Leishmania infantum OX=5671 GN=LINF_090014600 PE=3 SV=1"
"1629","Uncharacterized_protein_family_(UPF0172)_-_putati ve OS=Leishmania infantum OX=5671 GN=LINF_070008100 PE=4 SV=1"
"1630","UTP--glucose-1-phosphate uridylyltransferase OS=Leishmania infantum OX=5671 GN=LINF_180015200 PE=3 SV=1"
"1631","Vacuolar protein sorting-associated protein 35 OS=Leishmania infantum OX=5671 GN=LINF_210010100 PE=3 SV=1"
"1632","Vacuolar protein-sorting-associated protein 36 OS=Leishmania infantum OX=5671 GN=LINF_190012300 PE=3 SV=1"
"1633","Vacuolar proton pump subunit B OS=Leishmania infantum OX=5671 GN=LINF_280031400 PE=3 SV=1"
"1634","Valyl-tRNA synthetase OS=Leishmania infantum OX=5671 GN=LINF_300036900 PE=3 SV=1"
"1635","Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase OS=Leishmania infantum OX=5671 GN=LINF_050007700 PE=3 SV=1"
"1636","Vesicle transport protein OS=Leishmania infantum OX=5671 GN=LINF_250005500 PE=3 SV=1"
"1637","Vesicle-fusing ATPase OS=Leishmania infantum OX=5671 GN=LINF_200013000 PE=3 SV=1"
"1638","Vesicle-fusing ATPase OS=Leishmania infantum OX=5671 GN=LINF_270017100 PE=3 SV=1"
"1639","Vesicle-fusing ATPase OS=Leishmania infantum OX=5671 GN=VPS4 PE=3 SV=1"
"1640","VHS_domain_containing_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_360060900 PE=4 SV=1"
"1641","VID27_cytoplasmic_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_170013800 PE=4 SV=1"
"1642","Voltage-dependent_anion-selective_channel_-_putative OS=Leishmania infantum OX=5671 GN=LINF_020009800 PE=4 SV=1"
"1643","Vps23_core_domain_containing_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_320015500 PE=4 SV=1"
"1644","Vta1_like_-_putative OS=Leishmania infantum OX=5671 GN=LINF_050012600 PE=3 SV=1"
"1645","V-type proton ATPase subunit a OS=Leishmania infantum OX=5671 GN=LINF_230025800 PE=3 SV=1"
"1646","V-type proton ATPase subunit C OS=Leishmania infantum OX=5671 GN=LINJ_18_0560 PE=3 SV=1"
"1647","V-type proton ATPase subunit F OS=Leishmania infantum OX=5671 GN=LINF_120010500 PE=3 SV=1"
"1648","V-type proton ATPase subunit H OS=Leishmania infantum OX=5671 GN=LINF_210021600 PE=3 SV=1"
"1649","V-type proton ATPase subunit OS=Leishmania infantum OX=5671 GN=LINF_050016700 PE=3 SV=1"
"1650","WD_domain_-_G-beta_repeat_-_putative OS=Leishmania infantum OX=5671 GN=LINF_290005900 PE=4 SV=1"
"1651","WD_domain_-_G-beta_repeat_-_putative OS=Leishmania infantum OX=5671 GN=LINF_330030400 PE=4 SV=1"
"1652","Wd_repeat-containing_protein_19 OS=Leishmania infantum OX=5671 GN=LINF_250007100 PE=4 SV=1"
"1653","WD_REPEATS_REGION domain-containing protein (Fragment) OS=Leishmania infantum OX=5671 GN=LINJ_11_1140 PE=3 SV=2"
"1654","Xanthine phosphoribosyltransferase OS=Leishmania infantum OX=5671 GN=XRPT PE=4 SV=1"
"1655","XPC-binding_domain/UBA/TS-N_domain_containing_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_290022500 PE=4 SV=1"
"1656","Ysine decarboxylase-like protein OS=Leishmania infantum OX=5671 GN=LINF_170014900 PE=4 SV=1"
"1657","Zinc_finger_-_C3HC4_type_(RING_finger )_containing_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_180017000 PE=4 SV=1"
"1658","Zinc_finger_protein_family_member_-_putative OS=Leishmania infantum OX=5671 GN=LINF_350055000 PE=4 SV=1"
"1659","Zinc_finger_protein_family_member_-_putative OS=Leishmania infantum OX=5671 GN=LINF_360013000 PE=4 SV=1"
"1660","Zinc-binding dehydrogenase-like protein OS=Leishmania infantum OX=5671 GN=LINF_100012500 PE=4 SV=1"
"1661","Zinc-finger_of_a_C2HC-type_-_putative OS=Leishmania infantum OX=5671 GN=LINF_320042000 PE=4 SV=1"
"1662","Zn-finger_in_Ran_binding_protein_and_others/OTU-like_cysteine_protease_-_putative OS=Leishmania infantum OX=5671 GN=LINF_350018800 PE=4 SV=1"
