Proteins,Eliot PAR,Clov PAR,Tato PAR,Samo PAR,Flash PAR,Gus 2 PAR, Fritz 2 PAR,Tessa 2 PAR,Fritz 1 PAR,Tessa 1 PAR,Gus 1 PAR
Putative_intraflagellar_transport_protein_C3 OS=Leishmania infantum OX=5671 GN=LINF_290035400 PE=3 SV=1,9,2,8,2,10,1,2,8,4,3,9
Putative_intraflagellar_transport_protein_D4 OS=Leishmania infantum OX=5671 GN=LINF_080016800 PE=4 SV=1,6,13,3,5,5,0,4,2,6,9,1
Putative_Phosphatase /Protein_of_uncharacterized_function_DUF89_-_putative OS=Leishmania infantum OX=5671 GN=LINF_060011800 PE=4 SV=1,21,14,12,13,13,16,15,18,34,14,15
Putative_tRNA_binding_domain_containing_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_220010200 PE=4 SV=1,17,19,20,18,18,22,27,17,23,15,23
Putative_zinc_finger_motif_-_C2HC5-type /ASCH_domain_containing_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_080005600 PE=4 SV=1,0,1,5,2,4,0,1,0,1,1,1
PX_domain_containing_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_140007100 PE=4 SV=1,6,8,3,0,4,4,8,7,6,4,3
Pyridoxal kinase OS=Leishmania infantum OX=5671 GN=LINF_300018100 PE=3 SV=1,19,27,19,22,22,17,27,21,22,26,23
Pyridoxal phosphate homeostasis protein OS=Leishmania infantum OX=5671 GN=LINF_230025500 PE=3 SV=1,23,21,3,12,20,2,12,3,18,26,2
Pyrroline-5-carboxylate reductase OS=Leishmania infantum OX=5671 GN=P5CR PE=3 SV=1,49,32,43,41,46,43,47,44,53,47,38
Pyruvate dehydrogenase E1 component subunit beta OS=Leishmania infantum OX=5671 GN=LINF_250023800 PE=4 SV=1,72,60,65,70,58,53,56,62,69,57,62
Pyruvate kinase OS=Leishmania infantum OX=5671 GN=LINF_350005300 PE=3 SV=1,84,93,99,128,133,102,91,126,150,101,102
"Pyruvate, phosphate dikinase OS=Leishmania infantum OX=5671 GN=LINF_110016000 PE=3 SV=2",167,206,234,236,221,235,218,172,224,261,193
Quinonoid dihydropteridine reductase OS=Leishmania infantum OX=5671 GN=QDPR-7 PE=4 SV=1,8,5,9,6,9,8,6,6,6,8,8
Rab GDP dissociation inhibitor OS=Leishmania infantum OX=5671 GN=LINF_290029300 PE=3 SV=1,46,43,38,34,41,41,50,41,41,46,50
Radial_spokehead-like_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_330034200 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Rdx_family_-_putative OS=Leishmania infantum OX=5671 GN=LINF_350015700 PE=4 SV=1,4,3,0,10,2,2,2,0,0,2,2
Regulator_of_chromosome_condensation_(RCC1 )_repeat_-_putative OS=Leishmania infantum OX=5671 GN=LINF_340025200 PE=4 SV=1,1,0,2,1,2,0,0,1,1,2,0
Regulator_of_Vps4_activity_in_the_MVB_pathway_-_putative OS=Leishmania infantum OX=5671 GN=LINF_260008800 PE=3 SV=1,6,6,4,1,2,0,2,1,1,4,3
Regulatory subunit of protein kinase a-like protein OS=Leishmania infantum OX=5671 GN=LINF_340035100 PE=4 SV=1,44,30,33,27,29,21,15,19,26,43,21
Replication protein A subunit OS=Leishmania infantum OX=5671 GN=RPA1 PE=3 SV=1,13,19,10,25,17,15,16,18,18,16,6
Replication_factor_A_protein_3_-_putative OS=Leishmania infantum OX=5671 GN=LINF_350039800 PE=3 SV=1,7,6,5,9,11,4,8,4,6,6,5
Reticulon-like protein OS=Leishmania infantum OX=5671 GN=PAPLE22 PE=2 SV=1,20,19,23,24,34,20,27,28,33,21,37
Retinal_Maintenance_-_putative OS=Leishmania infantum OX=5671 GN=LINF_340037000 PE=4 SV=1,1,2,0,0,2,1,3,1,1,1,1
RF-1_domain_containing_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_210021200 PE=4 SV=1,4,1,5,3,3,2,3,2,10,4,4
Rhomboid-like protein OS=Leishmania infantum OX=5671 GN=LINF_040013500 PE=4 SV=1,3,3,4,3,3,3,5,3,4,2,3
Riboflavin kinase OS=Leishmania infantum OX=5671 GN=LINF_350037000 PE=4 SV=1,2,2,2,2,3,0,1,0,0,1,1
Ribokinase OS=Leishmania infantum OX=5671 GN=LINF_270009300 PE=3 SV=1,5,14,15,8,6,6,14,8,23,9,8
Ribonucleoside-diphosphate reductase OS=Leishmania infantum OX=5671 GN=LINF_280014500 PE=3 SV=1,16,17,18,15,21,8,31,10,0,19,12
Ribonucloprotein OS=Leishmania infantum OX=5671 GN=LINF_150022800 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
Ribosomal protein L15 OS=Leishmania infantum OX=5671 GN=rpl15 PE=2 SV=1,51,43,45,36,71,74,68,45,63,47,37
Ribosomal protein L32-like protein OS=Leishmania infantum OX=5671 GN=LINF_350024600 PE=4 SV=1,1,0,0,0,2,0,0,3,2,1,3
Ribosomal protein L3-like protein OS=Leishmania infantum OX=5671 GN=LINF_290005200 PE=3 SV=1,0,2,1,2,0,2,2,1,2,2,1
Ribosomal RNA-processing protein 43 OS=Leishmania infantum OX=5671 GN=LINF_320042100 PE=3 SV=1,3,5,1,1,3,0,3,1,2,6,0
Ribosomal_L30 domain-containing protein OS=Leishmania infantum OX=5671 GN=LINJ_04_0860 PE=3 SV=1,2,1,0,2,1,1,1,1,0,1,1
Ribosomal_protein_L1p/L10e_family_-_putative OS=Leishmania infantum OX=5671 GN=LINF_360081200 PE=4 SV=1,3,3,3,4,3,5,3,3,1,3,3
Ribosomal_protein_S5_-_C-terminal_domain_containing_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_360025000 PE=4 SV=1,1,2,4,4,2,3,1,4,1,1,2
Ribosomal_protein_S8_-_putative OS=Leishmania infantum OX=5671 GN=LINF_180013200 PE=3 SV=1,3,2,3,2,2,3,1,4,2,2,2
Ribosome assembly factor mrt4 OS=Leishmania infantum OX=5671 GN=LINF_360055900 PE=3 SV=1,10,9,9,9,11,12,13,12,4,9,13
Ribosome biogenesis protein BOP1 homolog OS=Leishmania infantum OX=5671 GN=LinJ11.0410 PE=3 SV=1,2,4,3,1,2,2,2,1,1,3,1
Ribosome biogenesis regulatory protein OS=Leishmania infantum OX=5671 GN=LINF_300011300 PE=3 SV=1,1,2,2,1,1,2,1,1,2,2,1
Ribosome production factor 2 homolog OS=Leishmania infantum OX=5671 GN=LINF_260005100 PE=3 SV=1,10,6,5,8,4,10,7,3,5,3,4
Ribosome_assembly_protein_RRB1_-_putative OS=Leishmania infantum OX=5671 GN=LINF_330027700 PE=4 SV=1,2,5,1,1,3,2,1,0,1,2,0
Ribulose-phosphate 3-epimerase OS=Leishmania infantum OX=5671 GN=LINF_330024000 PE=3 SV=1,16,11,9,12,16,10,13,14,13,18,12
RING-type domain-containing protein OS=Leishmania infantum OX=5671 GN=LINJ_24_0080 PE=4 SV=2,0,1,1,2,5,0,0,0,0,2,0
RING-type E3 ubiquitin transferase OS=Leishmania infantum OX=5671 GN=LINF_130011500 PE=4 SV=2,7,3,2,2,6,1,5,2,2,5,3
RNA binding protein-like protein OS=Leishmania infantum OX=5671 GN=LINF_070016300 PE=4 SV=1,7,10,7,7,6,4,9,7,5,6,5
RNA cytidine acetyltransferase OS=Leishmania infantum OX=5671 GN=LINF_170019800 PE=3 SV=1,7,10,7,7,5,1,6,2,3,6,2
RNA editing complex protein MP46 OS=Leishmania infantum OX=5671 GN=LINF_330028500 PE=4 SV=1,1,1,1,1,1,0,0,1,4,2,0
RNA helicase OS=Leishmania infantum OX=5671 GN=LINJ_05_0140 PE=3 SV=2,12,16,19,10,16,12,12,9,18,21,7
RNA uridylyltransferase OS=Leishmania infantum OX=5671 GN=LINF_040017100 PE=3 SV=1,2,1,1,1,3,3,3,4,7,1,4
RNA uridylyltransferase OS=Leishmania infantum OX=5671 GN=LINJ_08_0840 PE=4 SV=1,0,0,0,1,2,0,5,0,0,0,0
RNA_polymerase-associated_protein_CDC73_-_putative OS=Leishmania infantum OX=5671 GN=LINF_360048800 PE=3 SV=1,0,0,1,0,0,0,2,0,0,2,0
RNA_polymerase-associated_protein_LEO1_-_putative OS=Leishmania infantum OX=5671 GN=LINF_350033800 PE=4 SV=1,1,3,2,2,0,1,1,0,2,1,1
RNA_recognition_motif._(A.k.a._RRM_-_RBD_-_or_RNP_domain)/RNA_recognition_motif_(A.k.a._RRM_-_RBD_-_or_RNP_domain)_-_putative OS=Leishmania infantum OX=5671 GN=LINF_240023900 PE=4 SV=1,4,5,6,5,4,7,7,6,3,7,4
RNA_recognition_motif._(A.k.a._RRM_-_RBD_-_or_RNP_domain)/RNA_recognition_motif_(A.k.a._RRM_-_RBD_-_or_RNP_domain)_-_putative OS=Leishmania infantum OX=5671 GN=LINF_290036100 PE=4 SV=1,15,17,8,15,12,26,7,16,10,13,18
RNA_recognition_motif._(A.k.a._RRM_-_RBD_-_or_RNP_domain)/RNA_recognition_motif_(A.k.a._RRM_-_RBD_-_or_RNP_domain)_-_putative OS=Leishmania infantum OX=5671 GN=LINF_340033000 PE=4 SV=1,11,12,6,9,9,10,12,8,13,8,9
RNA_recognition_motif._(A.k.a._RRM_-_RBD_-_or_RNP_domain)_-_putative OS=Leishmania infantum OX=5671 GN=LINF_030010000 PE=4 SV=1,10,13,7,10,4,9,12,8,14,8,11
RNA_recognition_motif._(A.k.a._RRM_-_RBD_-_or_RNP_domain)_-_putative OS=Leishmania infantum OX=5671 GN=LINF_320027400 PE=4 SV=1,0,1,2,0,2,1,1,1,3,1,1
RNA_recognition_motif_(A.k.a._RRM_-_RBD_-_or_RNP_domain)/RNA_recognition_motif._(A.k.a._RRM_-_RBD_-_or_RNP_domain)_-_putative OS=Leishmania infantum OX=5671 GN=LINF_320014000 PE=4 SV=1,1,1,1,2,2,3,3,1,2,1,1
"RNA-binding protein, putative, UPB2 OS=Leishmania infantum OX=5671 GN=LINF_250010200 PE=4 SV=1",16,18,12,17,17,24,21,24,23,21,21
RNA-binding protein-like protein OS=Leishmania infantum OX=5671 GN=LINF_100017400 PE=4 SV=1,0,6,0,4,0,2,3,3,2,1,0
RNA-binding_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_350037400 PE=4 SV=1,2,1,1,1,2,1,3,0,4,1,1
RNA-binding_protein_42_(RNA-binding_motif_protein_42)_-_putative OS=Leishmania infantum OX=5671 GN=LINF_300036500 PE=4 SV=1,13,15,12,19,17,13,24,11,13,15,16
RNasePH-like protein OS=Leishmania infantum OX=5671 GN=LINF_200018800 PE=4 SV=1,0,1,0,1,1,0,0,0,3,2,0
RRF domain-containing protein OS=Leishmania infantum OX=5671 GN=LINJ_30_0450 PE=3 SV=1,4,4,3,4,5,4,2,5,3,4,3
R-SNARE_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_320027900 PE=4 SV=1,4,11,9,8,3,4,9,4,3,3,8
RuvB-like helicase OS=Leishmania infantum OX=5671 GN=LINF_340032100 PE=3 SV=1,34,41,26,32,35,24,39,30,36,33,24
RuvB-like helicase OS=Leishmania infantum OX=5671 GN=LINF_340041900 PE=3 SV=1,5,11,3,11,11,11,10,9,7,5,11
RWD_domain-containing_protein OS=Leishmania infantum OX=5671 GN=LINF_200010800 PE=4 SV=1,0,0,1,0,2,0,0,0,0,1,0
SAC3/GANP/Nin1/mts3/eIF-3_p25_family /COP9_signalosome_-_subunit_CSN8_-_putative OS=Leishmania infantum OX=5671 GN=LINF_320028100 PE=4 SV=1,39,37,32,42,46,56,40,49,25,28,37
Saccharopine_dehydrogenase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_280009700 PE=4 SV=1,2,9,9,7,11,3,7,6,12,12,4
S-adenosylmethionine decarboxylase proenzyme OS=Leishmania infantum OX=5671 GN=ADOMETC PE=3 SV=1,4,0,0,0,0,0,0,0,0,0,0
S-adenosylmethionine synthase OS=Leishmania infantum OX=5671 GN=METK1 PE=3 SV=1,45,23,23,90,48,54,68,53,24,24,60
SAM_domain_(Sterile_alpha_motif)_-_putative OS=Leishmania infantum OX=5671 GN=LINF_290034100 PE=4 SV=1,3,7,8,7,1,4,7,8,2,2,1
SCAMP_family_-_putative OS=Leishmania infantum OX=5671 GN=LINF_250012500 PE=4 SV=1,2,2,0,0,1,1,0,1,0,2,0
Scavenger_mRNA_decapping_enzyme_C-term_binding /HIT_domain_containing_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_140007400 PE=4 SV=1,8,6,7,6,9,11,10,14,9,10,11
Scd6-like_Sm_domain_containing_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_250010600 PE=4 SV=1,31,39,30,38,38,27,36,39,33,42,38
SelR_domain_containing_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_280033900 PE=3 SV=1,2,3,3,3,6,1,3,4,1,3,4
SEP_domain_containing_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_220008200 PE=4 SV=1,0,1,2,1,0,1,3,1,2,1,2
Serine hydroxymethyltransferase OS=Leishmania infantum OX=5671 GN=SHMT-S PE=3 SV=1,59,56,52,47,53,42,80,56,61,42,58
Serine palmitoyltransferase-like protein OS=Leishmania infantum OX=5671 GN=LINF_340044900 PE=4 SV=1,21,15,13,33,17,11,26,13,14,22,23
Serine/threonine_protein_kinase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_360021400 PE=4 SV=1,40,41,37,30,40,31,34,45,36,36,40
Serine/threonine-protein phosphatase 2A activator OS=Leishmania infantum OX=5671 GN=LINF_070007100 PE=3 SV=1,2,0,3,4,6,3,3,4,0,0,4
Serine/threonine-protein phosphatase OS=Leishmania infantum OX=5671 GN=LINF_050005900 PE=3 SV=1,66,51,68,36,65,30,48,37,87,82,35
Serine/threonine-protein phosphatase OS=Leishmania infantum OX=5671 GN=LINF_120011800 PE=3 SV=1,6,7,11,6,12,3,7,7,24,14,8
Serine/threonine-protein phosphatase OS=Leishmania infantum OX=5671 GN=LINF_280012000 PE=3 SV=1,31,25,35,24,35,18,27,27,22,24,27
Serine/threonine-protein phosphatase OS=Leishmania infantum OX=5671 GN=LINF_280034000 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
Serine/threonine-protein phosphatase OS=Leishmania infantum OX=5671 GN=LINF_320037900 PE=3 SV=1,17,11,18,22,23,15,19,20,17,12,20
Serine/threonine-protein phosphatase OS=Leishmania infantum OX=5671 GN=LINF_340014300 PE=3 SV=1,1,1,2,1,2,0,1,0,1,2,1
Serine/threonine-protein phosphatase OS=Leishmania infantum OX=5671 GN=LINF_360027500 PE=3 SV=1,1,3,1,1,3,1,3,4,4,2,2
Seryl-tRNA synthetase OS=Leishmania infantum OX=5671 GN=LINF_110005900 PE=4 SV=1,59,56,55,46,63,66,58,57,88,77,67
SET_domain_containing_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_270006500 PE=4 SV=1,2,3,1,3,1,0,3,0,1,1,2
Short chain dehydrogenase-like protein OS=Leishmania infantum OX=5671 GN=LINF_360042700 PE=4 SV=1,10,7,8,11,10,14,11,13,10,7,16
Short_chain_dehydrogenase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_350026700 PE=4 SV=1,14,11,14,16,20,12,14,17,21,15,20
Sidoreflexin OS=Leishmania infantum OX=5671 GN=LINF_010010800 PE=3 SV=1,12,11,10,16,11,8,14,8,12,10,20
Signal recognition particle 54 kDa protein OS=Leishmania infantum OX=5671 GN=LINF_240012300 PE=3 SV=1,1,0,1,3,4,1,0,3,0,1,3
Signal recognition particle receptor subunit beta OS=Leishmania infantum OX=5671 GN=LINF_330035500 PE=3 SV=1,0,2,1,1,2,0,2,1,0,2,0
Signal recognition particle subunit SRP72 OS=Leishmania infantum OX=5671 GN=LINF_190012800 PE=3 SV=1,0,2,0,1,3,6,1,6,1,2,1
Signal sequence receptor subunit gamma OS=Leishmania infantum OX=5671 GN=LINF_140007500 PE=3 SV=1,0,0,3,3,0,0,1,1,1,0,0
Signal_peptidase_subunit_-_putative OS=Leishmania infantum OX=5671 GN=LINF_150013100 PE=3 SV=1,5,5,3,9,6,3,4,4,2,5,6
Similarity to endo-1-like protein OS=Leishmania infantum OX=5671 GN=LINF_360077100 PE=4 SV=1,5,4,10,2,8,3,8,9,8,2,9
Small glutamine-rich tetratricopeptide repeat protein OS=Leishmania infantum OX=5671 GN=SGT PE=4 SV=1,2,2,3,6,5,10,4,10,6,0,7
Small hydrophilic endoplasmic reticulum-associated protein (Sherp) OS=Leishmania infantum OX=5671 GN=SHERP PE=4 SV=1,0,2,4,0,0,0,0,9,0,0,0
Small nuclear ribonucleoprotein component-like protein OS=Leishmania infantum OX=5671 GN=LINF_320028300 PE=3 SV=1,2,4,3,6,5,3,2,2,5,3,2
Small nuclear ribonucleoprotein Sm D2 OS=Leishmania infantum OX=5671 GN=LINF_330042000 PE=3 SV=1,2,1,1,0,2,0,1,0,1,2,2
Small nuclear ribonucleoprotein Sm D3 OS=Leishmania infantum OX=5671 GN=LINF_340046300 PE=3 SV=1,7,6,5,4,6,5,8,9,6,6,6
S-methyl-5'-thioadenosine phosphorylase OS=Leishmania infantum OX=5671 GN=LINF_050013500 PE=3 SV=1,46,38,51,31,46,44,39,36,63,42,38
SMP-30/Gluconolaconase/LRE-like_region_containing_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_280018100 PE=4 SV=1,0,2,1,1,0,0,0,1,0,0,1
SNAP_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_320036100 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
SNARE_associated_Golgi_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_280012300 PE=4 SV=1,2,6,1,4,0,0,0,2,0,2,1
SNF1 -related_protein_kinase_regulatory_subunit_beta_-_putative OS=Leishmania infantum OX=5671 GN=LINF_230010200 PE=3 SV=1,4,4,2,2,4,1,5,2,3,2,2
Snf7_-_putative OS=Leishmania infantum OX=5671 GN=LINF_160014900 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Snf7_-_putative OS=Leishmania infantum OX=5671 GN=LINF_270020900 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Snf7_-_putative OS=Leishmania infantum OX=5671 GN=LINF_350049800 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Snf7_-_putative OS=Leishmania infantum OX=5671 GN=LINF_360047400 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
"Sodium stibogluconate resistance protein, putative OS=Leishmania infantum OX=5671 GN=LinJ_31_3400 PE=4 SV=1",2,1,9,4,3,0,4,10,1,2,1
Soluble_NSF_attachment_protein_-_SNAP_-_putative OS=Leishmania infantum OX=5671 GN=LINF_020008100 PE=3 SV=1,0,0,0,2,0,1,1,0,5,1,0
SPFH_domain_/_Band_7_family_-_putative OS=Leishmania infantum OX=5671 GN=LINF_190018200 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
SPFH_domain_/_Band_7_family_-_putative OS=Leishmania infantum OX=5671 GN=LINF_190018300 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Sphingolipid 4-desaturase OS=Leishmania infantum OX=5671 GN=LINJ_26_1680 PE=3 SV=1,1,1,1,2,1,1,1,0,0,0,1
Splicing factor ptsr1-like protein OS=Leishmania infantum OX=5671 GN=LINF_070014900 PE=4 SV=1,11,26,46,37,13,26,47,55,40,13,36
Squalene monooxygenase OS=Leishmania infantum OX=5671 GN=LINF_130021700 PE=3 SV=1,4,2,4,11,4,7,14,4,1,4,7
Sre-2/carboxylate carrier-like protein OS=Leishmania infantum OX=5671 GN=LINF_050011900 PE=3 SV=1,0,2,4,4,5,4,2,2,6,7,3
Staphylococcal_nuclease_homologue /Tudor_domain_containing_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_320015100 PE=4 SV=1,39,49,45,49,53,17,48,32,29,40,24
Staphylococcal_nuclease_homologue_-_putative OS=Leishmania infantum OX=5671 GN=LINF_060016600 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
START domain-containing protein OS=Leishmania infantum OX=5671 GN=LINJ_11_0880 PE=4 SV=1,11,12,8,9,13,15,13,5,20,16,13
START_domain_containing_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_290035100 PE=4 SV=1,0,0,0,0,0,2,2,1,1,0,0
Stomatin-like protein OS=Leishmania infantum OX=5671 GN=LINF_050015800 PE=3 SV=1,26,10,30,28,35,34,24,27,24,28,24
Stress_responsive_A/B_Barrel_Domain_-_putative OS=Leishmania infantum OX=5671 GN=LINF_270013700 PE=4 SV=1,2,2,2,1,2,2,5,1,2,2,0
Stress-induced protein sti1 OS=Leishmania infantum OX=5671 GN=LINF_080016000 PE=4 SV=1,11,19,15,57,29,6,27,11,14,13,4
Stress-inducible protein STI1 homolog OS=Leishmania infantum OX=5671 GN=LINF_360005700 PE=4 SV=1,21,22,14,17,20,20,23,22,25,20,23
"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial OS=Leishmania infantum OX=5671 GN=LINF_240021800 PE=3 SV=1",69,79,58,68,64,77,78,74,93,72,80
"Succinate--CoA ligase [ADP-forming] subunit alpha, mitochondrial OS=Leishmania infantum OX=5671 GN=LINF_250028300 PE=3 SV=1",90,79,86,78,77,79,78,78,88,70,80
"Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial OS=Leishmania infantum OX=5671 GN=LINF_360037500 PE=3 SV=1",110,79,92,100,90,119,101,117,109,83,123
Succinyl-CoA:3-ketoacid-coenzyme A transferase OS=Leishmania infantum OX=5671 GN=LINF_300024100 PE=3 SV=1,24,28,21,18,23,11,22,21,21,28,20
Succinyl-CoA:3-ketoacid-coenzyme A transferase OS=Leishmania infantum OX=5671 GN=LINF_330032400 PE=3 SV=1,49,44,43,27,44,30,38,35,27,37,32
Sucrase/ferredoxin-like_-_putative OS=Leishmania infantum OX=5671 GN=LINF_360071800 PE=4 SV=1,6,4,1,1,4,0,4,0,2,7,3
Sucrose-6-phosphate hydrolase OS=Leishmania infantum OX=5671 GN=LINF_230017200 PE=3 SV=1,6,6,1,4,6,6,4,8,4,9,3
Sucrose-phosphate synthase-like protein OS=Leishmania infantum OX=5671 GN=LINF_160015100 PE=4 SV=1,28,41,32,19,35,38,28,51,38,30,51
Sulfhydryl oxidase OS=Leishmania infantum OX=5671 GN=QSOX PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Sulfurtransferase OS=Leishmania infantum OX=5671 GN=LINF_090022300 PE=4 SV=1,8,9,7,5,8,1,6,5,9,12,3
Superoxide dismutase OS=Leishmania infantum OX=5671 GN=FESODA PE=3 SV=1,19,14,24,18,36,21,30,22,36,19,21
Superoxide dismutase OS=Leishmania infantum OX=5671 GN=SODB1 PE=3 SV=1,76,71,111,75,95,74,87,86,91,73,89
Superoxide dismutase OS=Leishmania infantum OX=5671 GN=SODB2 PE=3 SV=1,58,52,90,60,76,55,64,68,70,55,67
SURF1-like protein OS=Leishmania infantum OX=5671 GN=LINF_130006000 PE=3 SV=1,3,1,4,6,0,2,5,2,4,4,2
Surface antigen-like protein OS=Leishmania infantum OX=5671 GN=LINF_040007000 PE=4 SV=1,0,5,14,0,2,0,0,27,4,0,4
Surface antigen-like protein OS=Leishmania infantum OX=5671 GN=LINF_040007100 PE=4 SV=1,0,0,4,0,1,0,0,19,6,0,2
Surface antigen-like protein OS=Leishmania infantum OX=5671 GN=LINF_050014200 PE=4 SV=1,0,3,2,0,0,2,0,10,6,0,0
Surface antigen-like protein OS=Leishmania infantum OX=5671 GN=LINF_050017500 PE=4 SV=1,0,7,4,0,1,10,0,19,9,1,9
Symplekin_C domain-containing protein OS=Leishmania infantum OX=5671 GN=LINJ_31_2430 PE=4 SV=1,20,31,26,21,26,9,22,15,14,27,19
T-complex protein 1 subunit delta OS=Leishmania infantum OX=5671 GN=LINF_210018500 PE=3 SV=1,73,56,65,83,85,86,90,74,81,45,69
T-complex protein 1 subunit eta OS=Leishmania infantum OX=5671 GN=LINF_350044000 PE=3 SV=1,105,111,86,97,91,85,109,79,101,90,88
T-complex protein 1 subunit gamma OS=Leishmania infantum OX=5671 GN=LINF_230021100 PE=3 SV=1,105,104,92,110,113,106,123,96,115,91,104
T-complex_protein_10_C-terminus_-_putative OS=Leishmania infantum OX=5671 GN=LINF_130021400 PE=3 SV=1,2,2,4,2,4,0,0,2,0,2,0
T-complex_protein_11_-_putative OS=Leishmania infantum OX=5671 GN=LINF_300039900 PE=3 SV=1,3,8,8,4,2,3,3,3,5,4,3
Tctex-1_family_-_putative OS=Leishmania infantum OX=5671 GN=LINF_280015100 PE=4 SV=1,6,5,4,4,2,4,5,2,3,7,2
TerD_domain_containing_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_310034000 PE=4 SV=1,0,0,1,0,0,2,0,3,0,1,1
Tetratricopeptide_repeat/TPR_repeat_-_putative OS=Leishmania infantum OX=5671 GN=LINF_040010500 PE=3 SV=1,30,27,23,12,19,11,14,33,26,28,18
Tetratricopeptide_repeat_-_putative OS=Leishmania infantum OX=5671 GN=LINF_040009200 PE=4 SV=1,2,2,0,1,6,9,2,10,8,0,6
Tetratricopeptide_repeat_-_putative OS=Leishmania infantum OX=5671 GN=LINF_190020400 PE=4 SV=1,0,5,0,2,1,2,0,0,0,2,1
Thiamine biosynthesis-like protein OS=Leishmania infantum OX=5671 GN=LINF_330025200 PE=4 SV=1,4,6,2,2,4,5,4,2,5,5,4
Thiol-dependent reductase 1 OS=Leishmania infantum OX=5671 GN=TDR1 PE=1 SV=1,51,28,48,42,61,59,48,76,47,36,68
Thioredoxin OS=Leishmania infantum OX=5671 GN=LINF_010007600 PE=3 SV=1,2,4,3,2,4,3,4,3,5,4,5
Thioredoxin/Thioredoxin-like_domain/Thioredoxin-like_-_putative OS=Leishmania infantum OX=5671 GN=LINF_340027200 PE=4 SV=1,5,5,6,10,9,5,7,8,5,4,4
Thioredoxin_-_putative OS=Leishmania infantum OX=5671 GN=LINF_350018200 PE=4 SV=1,14,15,14,19,18,13,17,13,12,14,14
Threonylcarbamoyl-AMP synthase OS=Leishmania infantum OX=5671 GN=LINF_280027300 PE=3 SV=1,0,1,1,0,0,0,1,2,0,0,2
Threonyl-tRNA synthetase OS=Leishmania infantum OX=5671 GN=LINF_350019000 PE=3 SV=1,32,30,25,24,44,19,32,20,38,36,21
TIP49_C-terminus /Holliday_junction_DNA_helicase_ruvB_N-terminus/AAA_domain_ (Dynein-related_subfamily)/AAA_domain/ATPase_family_associa ted_with_various_cellular_activities_(AAA)_-_putative OS=Leishmania infantum OX=5671 GN=LINF_350017500 PE=3 SV=1,12,11,11,18,22,14,11,16,12,13,11
Tir_chaperone_protein_(CesT)_family_-_putative OS=Leishmania infantum OX=5671 GN=LINF_310013100 PE=4 SV=1,1,0,10,5,5,0,0,0,5,4,0
TMEM164_family_-_putative OS=Leishmania infantum OX=5671 GN=LINF_150022000 PE=4 SV=1,0,0,0,1,0,0,0,0,2,0,0
TPR repeat/Tetratricopeptide repeat/Uncharacterized protein family (UPF0121) OS=Leishmania infantum OX=5671 GN=LINF_350054400 PE=4 SV=1,5,5,5,8,9,5,8,5,5,6,10
TPR_repeat/Tetratricopeptide_repeat_-_putative OS=Leishmania infantum OX=5671 GN=LINF_290008200 PE=4 SV=1,7,7,10,6,10,6,9,11,6,5,11
TPR_repeat_-_putative OS=Leishmania infantum OX=5671 GN=LINF_340045900 PE=4 SV=1,0,2,1,2,0,1,2,3,2,0,2
Trafficking protein particle complex subunit OS=Leishmania infantum OX=5671 GN=LINF_320034200 PE=3 SV=1,0,0,0,2,1,2,1,0,0,0,1
